"energy","danceability","tempo","valence","views","likes","stream"
"0.515","0.609","152.787","0.853","34364374","138889","69153113"
"0.765","0.864","104.998","0.724","8216539","50640","164366929"
"0.767","0.763","87.502","0.725","2698677","42719","7023737"
"0.632","0.745","179.985","0.838","1279563","32506","5093549"
"0.51","0.726","100.19","0.81","510544","8558","7683887"
"0.525","0.688","76.398","0.717","386356","4941","5992402"
"0.743","0.83","105","0.837","19101884","98012","69408990"
"0.881","0.413","158.066","0.364","253556205","1275241","750136852"
"0.959","0.433","172.984","0.365","526702459","2489533","589718293"
"0.919","0.465","135.997","0.537","162864195","709833","429307999"
"0.94","0.366","130.198","0.369","234583947","1142774","499422347"
"0.927","0.398","77.106","0.311","64941486","428551","287972116"
"0.604","0.577","167.719","0.637","100980453","455056","293045629"
"0.908","0.376","144.581","0.266","68378626","296365","173873903"
"0.953","0.401","174.217","0.555","41473775","163230","175431641"
"0.865","0.234","137.107","0.194","116365141","813270","192681635"
"0.344","0.643","144.171","0.547","11869752","289173","186839851"
"0.857","0.463","111.647","0.856","164340753","1180619","684511925"
"0.905","0.217","96.95","0.236","282364186","2292556","606713058"
"0.94","0.21","179.722","0.255","103700229","976903","342215301"
"0.96","0.356","125.921","0.0857","177784104","1458581","305131207"
"0.796","0.289","169.835","0.33","128663915","907251","202807354"
"0.515","0.457","74.984","0.222","502442","3531","138237271"
"0.883","0.467","122.252","0.309","137688287","761514","248895410"
"0.986","0.411","165.981","0.649","87309637","820951","204493320"
"0.886","0.202","145.781","0.192","115137893","963815","125095204"
"0.973","0.481","99.331","0.362","20297172","201954","137627792"
"0.75","0.783","123.043","0.48","160449509","1424227","138948009"
"0.626","0.811","79.943","0.821","16085954","330050","5506306"
"0.802","0.663","177.842","0.679","271990331","1236899","216342910"
"0.663","0.734","166.846","0.845","13942545","88178","217991254"
"0.629","0.967","120.03","0.681","30143401","470397","23340002"
"0.862","0.762","102.84","0.95","119429844","1013503","148020078"
"0.783","0.813","129.208","0.927","327229578","1345697","156623438"
"0.704","0.903","92.009","0.587","154921559","1086037","185325707"
"0.65","0.894","87.982","0.787","205841940","870062","175771732"
"0.659","0.617","176.989","0.591","204672869","807032","106946911"
"0.502","0.831","100.541","0.101","56794890","791588","826816158"
"0.58","0.57","171.812","0.404","332759741","1242838","176790520"
"0.725","0.688","104.006","0.225","10518579","313970","57799791"
"0.652","0.502","136.08","0.648","113334869","645680","180984041"
"0.899","0.457","147.268","0.298","516052924","4441252","373600698"
"0.725","0.42","77.941","0.186","18327141","314778","29746664"
"0.851","0.519","123.823","0.711","4569826","78353","66149639"
"0.734","0.541","162.304","0.321","22790777","165897","107348067"
"0.633","0.502","83.226","0.552","11798999","138287","126504817"
"0.717","0.746","109.754","0.475","54105861","294675","44259960"
"0.772","0.832","96.016","0.704","22620403","139686","772338760"
"0.727","0.477","150.062","0.227","164632047","1162360","228348319"
"0.495","0.677","129.974","0.152","29601774","453354","131807134"
"0.626","0.398","106.733","0.0404","10747","284","27444245"
"0.565","0.803","163.085","0.474","291378174","4069377","600816184"
"0.681","0.613","97.621","0.619","1062952236","5632195","937297582"
"0.336","0.687","85.828","0.215","65874098","603131","442436072"
"0.667","0.599","80.984","0.817","1700439080","10326203","1159077755"
"0.807","0.413","149.33","0.438","201243386","973320","200860448"
"0.771","0.867","106.021","0.715","12183821","169485","75714601"
"0.781","0.545","150.097","0.277","118147093","736298","298554019"
"0.676","0.713","99.048","0.721","146805833","1486916","562537258"
"0.454","0.935","133.073","0.357","491081173","8780413","1139623127"
"0.626","0.814","123.972","0.686","62623814","1055742","251154370"
"0.837","0.8","100.015","0.702","189936873","4965979","200709786"
"0.848","0.945","119.918","0.819","9941958","283530","35617877"
"0.732","0.914","94.066","0.469","143983689","2094500","276552095"
"0.621","0.953","132.063","0.378","12474424","136473","81932476"
"0.683","0.949","130.012","0.887","57253168","1175835","252117867"
"0.741","0.843","168.983","0.68","114732200","1037345","385594221"
"0.588","0.739","109.958","0.774","69255155","5471656","142879412"
"0.573","0.732","97.502","0.882","150070377","939507","98582948"
"0.497","0.669","130.992","0.701","30791145","174862","50855902"
"0.786","0.445","191.964","0.53","544129299","1516887","160456440"
"0.716","0.56","137.922","0.527","606976096","1260223","156857033"
"0.479","0.745","137.854","0.671","35056170","160493","28277563"
"0.799","0.591","145.818","0.355","98402916","284130","76124053"
"0.626","0.576","139.944","0.225","34783164","257979","53543680"
"0.451","0.707","80.033","0.639","39253383","251070","26538786"
"0.631","0.501","144.098","0.338","161834794","311047","52903041"
"0.521","0.687","144.795","0.854","6299400","62458","5140607"
"0.791","0.797","138.026","0.828","30337349","439253","87252059"
"0.528","0.884","90.001","0.484","1205639","50560","6828059"
"0.42","0.846","139.883","0.621","30124125","318266","131486648"
"0.571","0.92","139.99","0.465","2043585","48864","27014609"
"0.429","0.607","76.987","0.312","813187","8147","12361490"
"0.655","0.782","107.025","0.677","31785293","219601","20794260"
"0.725","0.82","125.049","0.364","18532292","169338","71081712"
"0.261","0.813","139.993","0.62","12071701","149651","46467844"
"0.59","0.866","86.325","0.808","90885","1550","4328998"
"0.776","0.585","77.987","0.427","565700539","3927462","614957273"
"0.9","0.487","149.937","0.484","234419158","1596741","423645735"
"0.959","0.56","163.983","0.669","615543564","3698146","342420848"
"0.926","0.578","149.976","0.877","370742834","2184164","302465785"
"0.406","0.457","151.95","0.208","242528172","1564240","208492041"
"0.936","0.414","170.229","0.74","38370423","309955","169782716"
"0.719","0.457","142.034","0.168","502061646","2537746","187236666"
"0.667","0.467","91.057","0.399","5680528","202544","14455849"
"0.792","0.491","169.997","0.74","26766268","828516","79931900"
"0.873","0.482","165.084","0.737","206642026","1681417","190837489"
"0.8","0.795","116.032","0.934","396916162","2532756","1357658479"
"0.896","0.768","109.959","0.829","1042952","21191","9247209"
"0.7","0.772","126.017","0.426","85866095","617070","68615915"
"0.951","0.786","133.002","0.675","268425","5589","5633368"
"0.697","0.824","125.998","0.261","85866095","617070","214854734"
"0.882","0.603","120.996","0.507","12861112","165766","124802604"
"0.946","0.567","104.983","0.295","3848271","44020","44848439"
"0.933","0.718","119.999","0.197","9524386","70634","80612434"
"0.751","0.578","114.995","0.524","638601","8504","4788312"
"0.566","0.836","127.988","0.152","44439","794","6004583"
"0.701","0.849","98.005","0.505","233576609","1510837","574681805"
"0.882","0.747","93.003","0.692","5741380","70375","4019994"
"0.859","0.744","91.977","0.787","1497814403","4133938","717624784"
"0.711","0.839","97.99","0.573","161879264","1223988","247241896"
"0.821","0.823","99.999","0.791","145279763","1052201","365889118"
"0.809","0.681","171.942","0.966","42410210","406392","90372503"
"0.804","0.797","91.973","0.451","139667687","719198","188359776"
"0.929","0.806","97.99","0.602","698259186","1929000","186724705"
"0.944","0.685","124.987","0.757","900740350","2135294","167017132"
"0.911","0.777","96.017","0.704","247108189","919792","316084199"
"0.902","0.563","171.999","0.559","246860849","1750213","387222121"
"0.502","0.822","73.003","0.525","151972246","943500","446320750"
"0.471","0.768","131.023","0.405","4362788","93085","248242039"
"0.774","0.692","134.952","0.349","560693","8031","268738307"
"0.5","0.796","75.012","0.227","6746491","117689","256532435"
"0.68","0.81","97.02","0.419","6731124","111878","38707318"
"0.665","0.634","131.108","0.611","125362113","677251","102115615"
"0.644","0.556","140.009","0.499","262883082","1983586","107854450"
"0.726","0.811","150.061","0.57","33429633","432913","93984506"
"0.703","0.712","89.024","0.452","59459217","564712","45882546"
"0.643","0.585","152.98","0.592","345396120","2071177","429544720"
"0.287","0.667","127.981","0.545","19374138","208949","151352569"
"0.61","0.699","178.112","0.846","23996354","171607","173748047"
"0.449","0.631","91.624","0.612","2182731","60102","4408260"
"0.177","0.726","92.934","0.618","27294409","244484","55894263"
"0.46","0.664","170.057","0.793","293326401","1077796","110366556"
"0.678","0.546","95.027","0.825","46991132","254996","79552716"
"0.703","0.592","115.012","0.746","8774126","66859","27510433"
"0.398","0.69","105.009","0.643","573398","4479","70274107"
"0.45","0.701","102.623","0.643","40849768","310543","42673486"
"0.798","0.553","103.948","0.378","412165445","2551890","46538720"
"0.853","0.688","103.993","0.743","412165445","2551890","436151047"
"0.867","0.66","93.033","0.377","643849086","3487759","627172600"
"0.506","0.919","97.465","0.273","84641388","521702","313273991"
"0.932","0.549","82.439","0.787","59249289","307660","160041265"
"0.9","0.66","85.51","0.591","56610745","391040","167677668"
"0.878","0.665","93.047","0.394","1958193","18109","119590691"
"0.665","0.531","73.726","0.8","35539937","252334","106535332"
"0.722","0.677","125.091","0.0483","59342871","534707","64916811"
"0.733","0.693","140.01","0.497","76226072","553972","71755419"
"0.341","0.065","65.38","0.0334","3310143","82047","83581291"
"0.341","0.701","105.513","0.163","481475","8572","80889340"
"0.165","0.375","114.728","0.0581","1166953","3709","87092622"
"0.00225","0.166","69.327","0.0541","314735","3647","21107391"
"0.00341","0.384","116.941","0.117","5331789","56417","86888037"
"0.119","0.349","136.278","0.181","283209","3209","67334341"
"0.0924","0.124","205.999","0.135","170969","1963","74484448"
"0.00144","0.214","72.046","0.0866","314735","3647","53437196"
"0.00174","0.314","64.329","0.0628","314735","3647","8178156"
"0.00212","0.282","66.72","0.0803","314735","3647","8749515"
"0.444","0.703","150.96","0.712","709138850","4145040","1511693506"
"0.414","0.625","130.088","0.669","182343059","1017532","584335743"
"0.303","0.483","133.406","0.139","175138983","1146482","736204200"
"0.454","0.572","140.182","0.515","117790400","821601","130421376"
"0.638","0.643","82.001","0.6","33011217","292540","146604514"
"0.867","0.589","94.52","0.795","16012051","53473","58417908"
"0.615","0.71","90.263","0.746","3884518","55795","36296564"
"0.347","0.582","97.957","0.0797","30635459","197671","132624684"
"0.528","0.451","139.28","0.527","21205332","258871","42140485"
"0.305","0.614","145.186","0.665","60720","439","38344433"
"0.743","0.596","125.883","0.531","2992853","40897","44896677"
"0.756","0.621","124.039","0.265","718759","13025","17009287"
"0.807","0.646","141.838","0.778","308156","8564","5304310"
"0.421","0.919","127.015","0.927","28981520","196154","37699582"
"0.861","0.523","127.049","0.346","104876340","651714","156759906"
"0.919","0.452","129.825","0.415","718759","13025","808878"
"0.792","0.549","121.152","0.479","162852","2322","830485"
"0.772","0.713","125.001","0.523","5673295","59802","72353933"
"0.988","0.641","128.001","0.293","44575","3208","558062"
"0.716","0.717","125.064","0.206","7759702","118100","103107764"
"0.677","0.797","130.034","0.919","24340483","334211","84155671"
"0.58","0.484","160.138","0.597","51928447","590275","131251688"
"0.574","0.765","176.001","0.815","456248569","2660217","285307181"
"0.635","0.697","179.758","0.497","231841727","2101431","210343065"
"0.395","0.426","140.369","0.289","45714312","586861","56455958"
"0.801","0.677","173.891","0.736","298906698","1812972","223942788"
"0.13","0.31","103.821","0.0809","25943040","186775","53928512"
"0.761","0.651","89.024","0.433","80142814","970770","125653412"
"0.706","0.756","122.925","0.799","63596615","937036","0"
"0.75","0.585","179.881","0.619","94267625","888698","180513599"
"0.538","0.609","130.015","0.608","77290229","448922","105143682"
"0.665","0.659","93.012","0.692","371831083","2051922","40074980"
"0.503","0.651","108.014","0.58","25506578","476336","22181797"
"0.619","0.549","90.034","0.407","26668469","275975","33854361"
"0.378","0.362","87.549","0.575","333832651","2719068","73834235"
"0.721","0.656","83.95","0.883","123101481","793672","52840271"
"0.423","0.644","131.903","0.509","108416965","1173844","50414439"
"0.475","0.314","78.992","0.312","57856607","746233","46358811"
"0.656","0.647","119.965","0.453","97646913","706281","41966769"
"0.47","0.356","93.895","0.167","68032966","536769","37640320"
"0.744","0.789","143.998","0.783","1248559","46330","40491242"
"0.824","0.77","172.006","0.49","57376474","486926","82482566"
"0.478","0.663","85.264","0.341","49494049","483627","32232390"
"0.587","0.827","119.936","0.774","98924837","870853","68608492"
"0.826","0.745","90.149","0.674","215110720","2108215","56168905"
"0.83","0.775","130.024","0.913","29148980","461253","2413032"
"0.767","0.639","154.032","0.54","56722987","759891","35411494"
"0.917","0.544","176.068","0.686","213393996","2072415","53425923"
"0.679","0.778","130.042","0.44","10404665","150519","6592412"
"0.896","0.761","96.957","0.65","23490570","361181","8580150"
"0.835","0.572","129.981","0.795","178303531","1239483","678771781"
"0.978","0.526","141.167","0.451","37982065","266424","291662022"
"0.946","0.454","138.18","0.647","12844630","113263","113865132"
"0.9","0.472","95.826","0.42","11686028","92403","192778082"
"0.947","0.552","127.631","0.465","29560984","231797","148711989"
"0.938","0.518","139.138","0.71","17566351","124710","126323886"
"0.626","0.531","88.236","0.746","6012327","36632","94039383"
"0.843","0.548","129.661","0.719","8547002","58351","62301207"
"0.689","0.225","93.798","0.5","26625412","383016","96021886"
"0.912","0.609","118.035","0.564","7306761","57235","82904711"
"0.762","0.425","89.911","0.778","15727578","76369","41383319"
"0.596","0.631","145.957","0.535","31751294","181715","29033022"
"0.65","0.561","147.899","0.597","134730976","567096","91721897"
"0.68","0.622","147.96","0.5","3107079","23376","1546658"
"0.774","0.512","152.872","0.595","5322635","21291","10665115"
"0.491","0.58","162.051","0.414","20298894","238364","53697433"
"0.652","0.659","142.081","0.876","11342711","29771","4969801"
"0.711","0.698","134.097","0.683","69100982","384660","28058530"
"0.76","0.635","140.007","0.652","137569327","524943","20990738"
"0.719","0.603","151.886","0.698","449997","3779","28399088"
"0.736","0.572","85.035","0.778","13370809","195427","46585828"
"0.53","0.605","93.951","0.399","152722121","1254572","108024224"
"0.667","0.505","151.728","0.516","199014080","1273811","66110903"
"0.761","0.821","94.995","0.78","21700687","530302","4124681"
"0.768","0.523","75.03","0.669","276040511","1343087","56450124"
"0.841","0.574","83.706","0.926","196141948","1234218","32250068"
"0.797","0.786","95.014","0.454","436536961","2338703","64467110"
"0.588","0.5","81.973","0.35","99654338","768365","19959806"
"0.837","0.521","106.001","0.48","8053059","62411","23128326"
"0.715","0.315","155.925","0.497","404479452","2526939","1130582793"
"0.843","0.395","112.423","0.481","40507277","196022","219231273"
"0.701","0.464","73.97","0.407","26846734","159124","109728011"
"0.631","0.546","129.556","0.569","4330034","22891","71868619"
"0.625","0.339","104.68","0.334","14710197","77906","59700964"
"0.685","0.338","102.192","0.221","11186980","58524","35804165"
"0.38","0.554","125.753","0.714","6606748","62017","26712790"
"0.595","0.486","113.276","0.331","12840914","70607","31775900"
"0.669","0.589","92.06","0.421","11370999","70581","40570463"
"0.712","0.494","87.917","0.04","1283014","5138","13103113"
"0.964","0.392","167.024","0.269","212771663","1289565","455053502"
"0.955","0.533","107.984","0.55","97359554","593821","226687646"
"0.868","0.347","182.851","0.313","28444468","126996","148187534"
"0.929","0.345","155.041","0.181","2078715","12074","114142832"
"0.933","0.369","168.059","0.307","4658037","84527","10281203"
"0.886","0.4","195.958","0.406","61358357","379679","121162834"
"0.971","0.478","90.526","0.284","7280550","74024","71408368"
"0.89","0.462","155.008","0.383","34556693","174678","83249843"
"0.75","0.358","125.103","0.218","21971022","258881","56907053"
"0.532","0.756","127.994","0.218","129902","895","0"
"0.682","0.67","82.056","0.27","12818","86","0"
"0.588","0.745","129.82","0.394","18968839","120956","21278617"
"0.579","0.656","157.974","0.674","70210402","321121","120535359"
"0.727","0.814","122.973","0.521","14068959","28245","86771151"
"0.504","0.765","154.45","0.74","13123711","29946","82718800"
"0.618","0.783","119.936","0.447","43707030","100672","36469030"
"0.5","0.545","166.478","0.538","25232189","54868","41345422"
"0.525","0.712","155.867","0.409","35518539","106007","31624923"
"0.368","0.507","138.027","0.859","28345379","66976","2292900"
"0.464","0.739","141.178","0.763","9489130","27636","11219241"
"0.681","0.519","175.213","0.743","1374106","7345","19799434"
"0.765","0.682","90.807","0.567","112605188","630419","564765383"
"0.696","0.804","95.721","0.657","67399918","348520","370127992"
"0.548","0.801","92.059","0.627","45101363","197150","141112026"
"0.681","0.69","75.034","0.911","33962986","128586","132799627"
"0.757","0.708","80.976","0.552","2364550","44454","130415319"
"0.687","0.761","95.089","0.316","108732","1821","83395744"
"0.484","0.753","79.668","0.597","149708","1541","78141323"
"0.229","0.925","104.273","0.168","255896","4791","38907764"
"0.864","0.638","102.289","0.811","4115185","28874","30594402"
"0.738","0.824","119.973","0.961","108990269","1199852","150227347"
"0.727","0.648","169.941","0.839","181206798","774005","157901032"
"0.917","0.741","121.033","0.969","108990269","1199852","9347742"
"0.743","0.636","169.892","0.815","213467149","862011","58563514"
"0.785","0.665","115.993","0.676","17880043","91392","26998084"
"0.925","0.8","127.018","0.864","3992795","158349","1345939"
"0.72","0.704","132.014","0.942","36945258","148440","43179629"
"0.899","0.769","132.006","0.863","9631584","76741","25588980"
"0.739","0.895","121.01","0.963","10228843","105802","19134516"
"0.98","0.917","127.017","0.94","3992795","158349","39314710"
"0.953","0.267","84.989","0.568","6755861","83293","320951041"
"0.846","0.659","107.01","0.659","74169858","370918","136647711"
"0.877","0.602","123.679","0.617","9312086","89642","84018048"
"0.785","0.706","105.893","0.636","78407","2983","60834236"
"0.743","0.59","129.79","0.412","71082856","397282","80490804"
"0.921","0.583","119.526","0.613","17025316","106310","57997222"
"0.564","0.477","67.965","0.292","28753428","133222","69006331"
"0.835","0.578","128.095","0.926","370867","28047","679186"
"0.676","0.329","78.217","0.529","13738889","100235","25171208"
"0.812","0.536","94.677","0.338","4162674","41651","16050578"
"0.496","0.722","92.007","0.645","50069626","238054","16678743"
"0.528","0.706","92.021","0.634","83424684","471661","33569675"
"0.46","0.745","84.993","0.803","5811127","75949","13386313"
"0.465","0.851","104.995","0.794","6570829","79072","1797800"
"0.619","0.566","140.875","0.365","1159399","28793","7020688"
"0.48","0.69","133.986","0.449","18475972","94397","8967283"
"0.92","0.485","169.944","0.767","46025551","261397","11545436"
"0.84","0.72","85.995","0.68","37047104","152353","7735495"
"0.452","0.752","99.74","0.842","17100660","261127","12195481"
"0.568","0.614","107.849","0.516","1046239091","4132563","479870118"
"0.845","0.423","116.602","0.317","229693884","919052","192738648"
"0.854","0.433","89.4","0.368","162866191","761760","235471613"
"0.873","0.452","80.473","0.433","69914009","317267","148930338"
"0.662","0.341","174.875","0.2","1485492","8048","126429644"
"0.768","0.457","99.739","0.232","27710149","129723","84934296"
"0.716","0.379","92.721","0.239","509011","2661","58014895"
"0.867","0.514","96.135","0.596","670293","10690","27078593"
"0.658","0.329","141.123","0.288","17413288","88293","45068783"
"0.882","0.534","113.045","0.368","26976489","110851","20871084"
"0.95","0.611","132.078","0.607","33472454","266674","341951067"
"0.61","0.448","123.762","0.214","328808970","2062286","228828685"
"0.952","0.55","127.804","0.391","65267630","390315","181537653"
"0.855","0.442","175.543","0.363","58286726","345149","93058713"
"0.943","0.469","134.031","0.358","483473","2413","106645404"
"0.86","0.63","95.978","0.911","28922700","175236","82710061"
"0.916","0.541","156.015","0.627","6201375","65561","80060763"
"0.871","0.417","142.003","0.188","35693926","217089","32871644"
"0.942","0.473","173.527","0.75","16336549","94653","29133494"
"0.949","0.595","117.97","0.772","33357817","182702","40155815"
"0.834","0.527","110.065","0.422","54346038","632964","228882778"
"0.672","0.494","156.208","0.557","195043597","1199250","174115231"
"0.858","0.421","173.255","0.491","146431933","949061","205429624"
"0.962","0.535","144.984","0.687","79356265","400809","70661244"
"0.917","0.395","169.088","0.563","18245609","99899","60194162"
"0.946","0.486","158.158","0.509","929312","34454","15589234"
"0.751","0.522","139.51","0.605","30039222","143930","77430092"
"0.822","0.421","171.935","0.751","139518438","815500","183560299"
"0.964","0.477","92.065","0.597","6942561","108214","23920034"
"0.959","0.507","165.136","0.436","23237032","131073","36649084"
"0.711","0.692","125.135","0.875","763538478","6430729","989478518"
"0.755","0.648","126.341","0.607","58403256","420777","93672131"
"0.903","0.663","122.206","0.775","20226353","70921","40454695"
"0.472","0.71","125.982","0.845","763538478","6430729","14943362"
"0.663","0.545","112.457","0.611","37150373","248175","63464225"
"0.866","0.608","110.026","0.359","187996","1205","20381498"
"0.472","0.529","106.403","0.29","31391428","219860","38401127"
"0.903","0.67","136.193","0.953","6638292","47617","28210218"
"0.98","0.421","139.36","0.509","18067379","74954","19771543"
"0.648","0.781","121.93","0.546","22582677","103814","21106084"
"0.789","0.831","101.035","0.827","41326826","311006","97291951"
"0.85","0.738","95","0.678","22835905","156469","0"
"0.787","0.689","109.956","0.831","57505368","289090","45614448"
"0.761","0.621","103.001","0.619","21245532","226264","71366293"
"0.738","0.805","95.012","0.524","9846827","80543","144508730"
"0.796","0.772","89.993","0.804","101545126","532093","58576484"
"0.656","0.822","94.039","0.734","4599562","35621","47698878"
"0.633","0.743","110.008","0.856","16225169","83368","13261715"
"0.53","0.809","129.982","0.907","12838530","80397","15170419"
"0.711","0.764","120.084","0.309","92112976","756522","44477553"
"0.765","0.509","90.356","0.274","55539274","432336","35560686"
"0.847","0.773","110.025","0.639","12678391","119893","15206187"
"0.568","0.754","88.514","0.545","13298038","123511","10459514"
"0.432","0.709","116.056","0.17","6064360","78539","5617252"
"0.771","0.73","90.021","0.784","16642691","154792","18363912"
"0.547","0.602","119.929","0.797","18064344","194540","17240146"
"0.378","0.678","119.962","0.303","26469894","247090","22761865"
"0.677","0.631","130.214","0.417","2661552","59245","2121601"
"0.436","0.865","117.969","0.557","19126829","188625","16954887"
"0.546","0.751","120.071","0.606","1337476","14710","3195305"
"0.804","0.625","129.931","0.827","80379330","256240","107560421"
"0.616","0.643","139.931","0.652","71033733","237196","64869335"
"0.577","0.652","120.037","0.662","1044053","3874","68447588"
"0.377","0.807","95.985","0.917","50447487","203625","72368870"
"0.632","0.626","128.01","0.651","80379330","256240","53863032"
"0.454","0.585","177.085","0.499","20895833","76129","38535558"
"0.365","0.876","96","0.927","50447487","203625","46119366"
"0.805","0.522","144.968","0.728","5906097","68904","15139160"
"0.465","0.691","167.984","0.905","12813576","34334","37677836"
"0.704","0.614","92.982","0.494","1431106","14196","29139299"
"0.582","0.408","114.926","0.365","215467562","1167827","344236239"
"0.834","0.665","105.292","0.411","70972729","407511","180837205"
"0.655","0.657","92.259","0.668","34919755","254833","144169652"
"0.616","0.672","92.094","0.566","73846280","371574","87965926"
"0.808","0.482","79.599","0.438","49660950","249026","71628265"
"0.706","0.401","168.669","0.458","29994629","161544","52629566"
"0.82","0.513","99.952","0.52","28103628","111272","34777863"
"0.538","0.38","127.416","0.193","481699","3142","41097163"
"0.781","0.308","166.931","0.283","24474","284","47134017"
"0.896","0.562","93.378","0.362","328245","2701","27216754"
"0.776","0.662","90.838","0.724","87955206","0","210905707"
"0.59","0.527","96.687","0.881","13627867","0","157742522"
"0.521","0.739","91.095","0.807","18861356","0","88486734"
"0.64","0.75","92.038","0.645","18019174","0","111946448"
"0.715","0.467","97.765","0.841","13627867","0","70323607"
"0.751","0.703","153.101","0.874","11328815","0","46056718"
"0.734","0.746","110.97","0.929","1527536","11494","20087036"
"0.662","0.727","102.721","0.943","3183178","0","15931977"
"0.796","0.558","95.633","0.78","3915615","27849","15357437"
"0.788","0.657","90.823","0.814","7205841","84147","13249824"
"0.538","0.627","100.038","0.204","37937031","261373","63447657"
"0.923","0.437","141.636","0.131","13614699","147364","49570902"
"0.544","0.536","138.348","0.11","10156258","91356","62502788"
"0.719","0.673","127.975","0.723","398054","1485","39655136"
"0.438","0.775","88.719","0.643","140945408","705025","56110706"
"0.726","0.589","150.068","0.817","5644329","64199","42211447"
"0.441","0.741","106.021","0.676","25084543","146569","43407972"
"0.455","0.445","100.016","0.232","19125184","157148","28922660"
"0.62","0.561","95.024","0.477","28653306","158838","39297036"
"0.85","0.475","149.969","0.597","11018832","89403","37425219"
"0.653","0.655","82.1","0.433","16801960","244566","80195970"
"0.733","0.858","157.38","0.801","42771955","383207","83856949"
"0.824","0.796","167.926","0.75","66483","1016","64926545"
"0.728","0.742","79.921","0.695","29267280","194110","50033105"
"0.605","0.904","85.983","0.749","11808328","65246","37286748"
"0.721","0.819","86.042","0.728","288796","4040","44337767"
"0.526","0.903","87.005","0.766","1078137","8686","59480226"
"0.515","0.625","87.841","0.903","6271553","71117","44726671"
"0.918","0.702","151.42","0.555","16454295","182772","47682412"
"0.912","0.179","182.99","0.289","214430399","1539860","419308197"
"0.723","0.402","160.047","0.224","101563917","795507","178465740"
"0.787","0.495","140.003","0.388","12997058","185289","143197277"
"0.817","0.293","165","0.145","73053781","428232","145872916"
"0.877","0.333","175.095","0.285","23158879","166317","79053975"
"0.948","0.502","139.979","0.102","123905775","661822","99827492"
"0.876","0.468","135.062","0.13","60683455","419931","76739075"
"0.929","0.479","159.949","0.344","78952076","522809","55114894"
"0.747","0.533","124.97","0.277","41372859","279908","70886206"
"0.675","0.382","106.171","0.449","2752414","35701","43354693"
"0.592","0.517","102.407","0.223","1428394","17756","10768167"
"0.738","0.64","119.93","0.0933","19600261","188165","49337443"
"0.741","0.526","140.914","0.115","3264309","57336","5418838"
"0.592","0.579","140.067","0.409","747001","15565","4384131"
"0.666","0.437","139.906","0.515","1148894","12078","5717479"
"0.567","0.836","133.989","0.89","3854003","33861","19008770"
"0.725","0.691","143.041","0.615","5460975","131641","26566522"
"0.777","0.567","144.659","0.44","543178","12930","2863030"
"0.683","0.678","138.034","0.592","17738419","305922","32689521"
"0.784","0.726","141.084","0.718","14137881","220742","27057693"
"0.705","0.821","116.942","0.936","5665653","63151","20059487"
"0.539","0.766","99.881","0.716","342928","8150","6527860"
"0.59","0.935","133.978","0.727","70515","1529","4526435"
"0.642","0.886","100.015","0.581","282891471","1960513","147812894"
"0.588","0.709","143.971","0.195","68580610","430312","145033529"
"0.527","0.798","114.008","0.548","18545383","172958","72576926"
"0.595","0.775","80.444","0.454","12851340","124179","39607869"
"0.495","0.763","154.794","0.347","208652","2800","83837568"
"0.693","0.828","137.985","0.87","36766918","347559","73410031"
"0.738","0.875","104.953","0.21","35584326","352449","57895289"
"0.555","0.59","84.027","0.191","368046093","2156743","106694938"
"0.378","0.395","152.204","0.286","9258013","177620","28104503"
"0.456","0.726","124.976","0.388","20672356","150618","26564569"
"0.604","0.251","84.643","0.166","62917821","773550","13047107"
"0.355","0.734","193.922","0.584","32301569","385947","13320608"
"0.919","0.706","101.94","0.701","213573105","1091077","14831275"
"0.423","0.503","85.061","0.371","49056200","357376","6882923"
"0.735","0.829","126.007","0.766","5698041","78752","5263435"
"0.432","0.426","77.004","0.615","113496","2349","8445422"
"0.925","0.36","175.088","0.446","2826725","49516","44938706"
"0.862","0.276","182.115","0.526","5869892","97901","22423686"
"0.944","0.376","176.021","0.453","317510","20214","13825500"
"0.944","0.466","134.993","0.384","3576850","64038","17080266"
"0.98","0.338","158.042","0.309","3229294","73804","15905112"
"0.948","0.458","160.033","0.502","1104847","15407","4922124"
"0.91","0.336","199.964","0.287","525026","35768","10478685"
"0.981","0.505","120.052","0.256","4519343","59115","44398856"
"0.943","0.345","164.954","0.293","3134363","54748","31890977"
"0.93","0.265","159.145","0.451","3021659","65832","12203087"
"0.612","0.758","106.945","0.822","48012193","494964","431546330"
"0.663","0.747","124.336","0.606","54826266","346550","179765800"
"0.849","0.579","159.94","0.926","3827934","9182","81585201"
"0.803","0.732","111.13","0.776","82192","999","47861007"
"0.944","0.52","170.484","0.725","39081471","236606","68203526"
"0.796","0.59","79.459","0.683","2701877","18668","19009275"
"0.799","0.631","103.014","0.629","254854","1816","6305737"
"0.804","0.529","125.147","0.677","2668258","14207","0"
"0.408","0.487","117.141","0.451","398514","3371","0"
"0.806","0.442","149.427","0.591","105588151","912200","97495199"
"0.813","0.477","97.888","0.75","447341913","1981073","99640389"
"0.811","0.706","163.943","0.928","68528311","648043","84680164"
"0.679","0.392","88.625","0.699","3670691","20211","12957139"
"0.552","0.605","168.085","0.65","2849660","12594","10714646"
"0.723","0.549","83.285","0.806","9948469","65144","18799112"
"0.796","0.626","87.966","0.603","185212","3575","1804705"
"0.856","0.61","170.008","0.938","40737346","277389","43363406"
"0.755","0.503","166.644","0.627","26128649","203098","33638166"
