"energy","danceability","tempo","valence","views","likes","stream"
"0.875","0.696","127.39","0.772","53404348","424206","148900381"
"0.701","0.807","93.042","0.656","4550905","210070","15187964"
"0.666","0.681","110.016","0.239","8413145","110829","29391068"
"0.953","0.478","80.676","0.755","126735","897","17323557"
"0.749","0.632","108.994","0.702","19822513","122737","38614762"
"0.835","0.358","168.174","0.439","6662743","41098","15718363"
"0.763","0.685","141.969","0.658","15922","271","14108711"
"0.736","0.7","129.958","0.802","1487510","17843","4113970"
"0.191","0.172","76.37","0.21","4737544","61665","0"
"0.498","0.401","181.701","0.816","5058542","54203","0"
"0.47","0.776","106.329","0.963","1770311","28281","0"
"0.684","0.602","133","0.961","1709895","16148","44202666"
"0.722","0.502","79.16","0.746","200718","1996","0"
"0.793","0.808","122.992","0.88","14258","250","5635132"
"0.296","0.577","95.463","0.311","101238","1986","23786817"
"0.66","0.353","100.278","0.559","2787060","13382","7593642"
"0.798","0.861","122.993","0.975","213266","3060","7455379"
"0.276","0.281","154.097","0.238","3128099","32090","0"
"0.606","0.438","133.822","0.266","8356688","77565","185920494"
"0.708","0.22","66.214","0.453","4176369","21821","95912116"
"0.703","0.751","97.931","0.907","5470959","57600","150149238"
"0.901","0.598","153.24","0.814","9601064","79063","77676515"
"0.932","0.46","203.617","0.849","4892291","54752","121354271"
"0.959","0.488","166.799","0.67","1442427","7912","13824833"
"0.143","0.337","83.201","0.0722","231376","2029","9275875"
"0.782","0.75","107.699","0.941","1629707","19979","6841027"
"0.322","0.567","153.695","0.211","445877","5511","8998166"
"0.0774","0.519","135.245","0.353","8554080","110616","0"
"0.49","0.633","132.178","0.66","1702693","22567","38696452"
"0.0993","0.53","118.139","0.588","352641","4026","56578476"
"0.0875","0.499","153.439","0.418","1555037","13688","58457918"
"0.367","0.576","108.446","0.77","459072","7108","22264848"
"0.398","0.57","125.132","0.411","552113","4653","8208726"
"0.213","0.552","116.165","0.332","1637392","16840","34171223"
"0.79","0.522","96.062","0.244","3265280","18719","14166012"
"0.208","0.447","105.669","0.511","806138","4680","15010821"
"0.175","0.346","168.045","0.357","118599","1285","8136528"
"0.63","0.683","102.457","0.481","40334061","188914","201401196"
"0.682","0.641","96.319","0.468","61856344","438054","0"
"0.257","0.543","161.409","0.363","48564284","326984","0"
"0.645","0.621","89.284","0.63","15530860","122911","0"
"0.776","0.695","140.005","0.696","437188","11978","738659"
"0.241","0.35","90.071","0.0691","6737560","69731","30897616"
"0.554","0.688","115.515","0.615","156227","1993","4851243"
"0.717","0.738","95.949","0.915","14579024","95075","12276643"
"0.14","0.147","172.408","0.195","24615977","123686","13617164"
"0.114","0.341","79.806","0.0797","5666623","68774","11363376"
"0.745","0.844","110.072","0.752","17413331","267249","45638615"
"0.703","0.729","88.038","0.357","4338101","48011","37615106"
"0.841","0.87","92.176","0.857","20131537","257744","44687586"
"0.785","0.964","122.997","0.524","1692264","33916","27916701"
"0.785","0.919","109.045","0.801","163499","2925","51435303"
"0.934","0.532","177.795","0.613","56010","435","11265834"
"0.712","0.869","151.946","0.675","686849","9266","23930614"
"0.909","0.571","175.996","0.557","7016213","53229","7957575"
"0.94","0.937","107.987","0.752","1535754","28996","5847848"
"0.721","0.726","174.118","0.475","227274","1192","10520830"
"0.48","0.408","156.344","0.19","153173130","747796","302303908"
"0.722","0.306","174.732","0.41","57070842","373887","245359052"
"0.758","0.371","77.81","0.452","2060249","19988","124062861"
"0.629","0.463","81.797","0.459","7660515","61576","48362442"
"0.38","0.623","144.882","0.46","534723","7897","32673964"
"0.896","0.204","90.6","0.653","5466841","31444","41755071"
"0.961","0.497","105.593","0.675","1797676","7512","10066943"
"0.906","0.581","147.594","0.813","1544248","8640","8540422"
"0.894","0.641","131.079","0.926","517908","3407","5662948"
"0.798","0.557","134.805","0.612","3597462","21412","9079345"
"0.843","0.529","117.662","0.188","1083817995","5666051","457324848"
"0.487","0.455","136.482","0.139","200971158","1003865","187138187"
"0.931","0.57","105.37","0.4","33342990","180041","69854845"
"0.807","0.525","117.589","0.3","1083817995","5666051","92550543"
"0.455","0.433","121.888","0.391","47432201","225736","21873764"
"0.634","0.356","176.516","0.679","16388016","81637","16742502"
"0.306","0.527","105.617","0.1","483844","5306","7762084"
"0.804","0.585","111.118","0.673","67899","1221","17383588"
"0.897","0.451","119.084","0.555","905083","15018","5246965"
"0.742","0.541","99.032","0.342","9986947","55053","6740404"
"0.823","0.292","89.939","0.244","116396795","653368","264620800"
"0.759","0.263","179.904","0.429","58253","1322","234087978"
"0.634","0.213","174.443","0.354","116396795","653368","0"
"0.854","0.334","100.175","0.284","1829837","28168","78358269"
"0.943","0.503","125.861","0.536","11291969","54418","0"
"0.662","0.537","104.977","0.471","7279474","47310","13149457"
"0.557","0.371","125.823","0.281","11320583","74323","5713305"
"0.936","0.196","102.731","0.152","7042604","32755","7824638"
"0.633","0.599","92.084","0.574","2889750","31199","4344984"
"0.694","0.723","106.359","0.739","2821749","21053","49791393"
"0.647","0.774","95.098","0.965","6589132","57797","27512289"
"0.647","0.653","156.28","0.936","7206419","55700","22741212"
"0.897","0.692","106.163","0.968","11643977","60920","22481466"
"0.787","0.734","108.329","0.757","122387","2387","13474029"
"0.793","0.446","86.313","0.901","1445344","18278","26430789"
"0.219","0.626","100.101","0.267","845528","18424","9200874"
"0.342","0.777","114.918","0.808","1150656","8369","6169867"
"0.299","0.725","170.164","0.527","41755","458","18677193"
"0.109","0.572","96.228","0.134","2051813","26726","12703254"
"0.668","0.416","79.991","0.28","24412104","77744","30583769"
"0.621","0.666","100.829","0.52","24712181","64215","48724386"
"0.42","0.617","144.009","0.174","42615910","130820","42844474"
"0.748","0.576","110.056","0.437","77666166","278537","40349241"
"0.478","0.482","87.308","0.391","26022","451","22792640"
"0.508","0.501","109.408","0.276","785630","4486","29910041"
"0.775","0.46","72.381","0.517","222026","1112","48128033"
"0.602","0.459","145.343","0.159","301824","4962","27763517"
"0.586","0.528","130.19","0.305","36600700","112296","29346529"
"0.543","0.539","132.253","0.134","32643508","118595","19666825"
"0.855","0.56","97.097","0.96","33735275","215888","58431116"
"0.498","0.549","95.345","0.575","2547862","18617","62439758"
"0.634","0.442","98.093","0.578","35666649","132395","45944711"
"0.795","0.688","90.698","0.921","366685","3212","36688539"
"0.749","0.604","89.013","0.889","34069","301","60528540"
"0.868","0.772","101.253","0.917","162061","1550","33673340"
"0.85","0.498","101.299","0.935","24514","391","22573910"
"0.619","0.715","94.958","0.851","72938","806","9066364"
"0.974","0.812","153.979","0.064","43820274","924593","136482067"
"0.925","0.753","168.872","0.6","142201","3539","33186489"
"0.551","0.603","122.207","0.14","207928","3646","1666927"
"0.916","0.836","125.916","0.115","3005619","62423","12225286"
"0.663","0.687","179.998","0.302","4432708","87136","8532687"
"0.777","0.734","164.899","0.487","232033","7060","11504965"
"0.833","0.498","75.035","0.38","25979","976","701825"
"0.651","0.537","144.924","0.396","2066823","35637","2980352"
"0.672","0.806","82.519","0.698","370933","6871","6366882"
"0.886","0.822","150.153","0.82","232033","7060","2072813"
"0.134","0.571","141.231","0.459","1384531","14696","53728298"
"0.149","0.474","157.134","0.482","6368340","34017","46639648"
"0.291","0.383","73.638","0.305","1440157","9898","15687167"
"0.213","0.562","152.197","0.48","926853","6781","25517679"
"0.0635","0.594","131.181","0.304","13526927","60052","22408415"
"0.331","0.555","170.603","0.437","537767","7132","28036384"
"0.0417","0.433","101.744","0.179","291610","2870","14541237"
"0.235","0.502","142.088","0.533","7088134","18627","11443602"
"0.265","0.583","125.945","0.734","2456067","7900","7178337"
"0.659","0.518","92.152","0.71","158455812","554186","69054824"
"0.71","0.416","76.521","0.238","4974063","30212","5726868"
"0.583","0.48","172.008","0.357","75477691","150603","30630918"
"0.471","0.745","99.105","0.545","4706282","36665","22888240"
"0.39","0.516","93.926","0.559","6070299","113566","12454248"
"0.829","0.475","172.029","0.657","10546435","49181","25252345"
"0.507","0.413","70.856","0.339","142745528","419014","33093356"
"0.562","0.509","75.905","0.465","28030003","132869","23986269"
"0.656","0.322","160.612","0.401","72322232","319839","58447037"
"0.814","0.582","91.946","0.461","5639690","40649","4847818"
"0.00573","0.273","91.621","0.174","15122","193","28023768"
"0.00299","0.209","66.685","0.039","84507","1549","19045470"
"0.0355","0.105","91.169","0.039","371908","5270","15131689"
"0.0366","0.163","84.642","0.17","12979","185","11366336"
"0.0209","0.343","125.242","0.0393","45058","474","29170056"
"0.0196","0.214","167.025","0.181","3845939","74542","8502705"
"0.572","0.276","77.986","0.285","764832","5730","169769959"
"0.679","0.643","132.199","0.491","210201988","479826","144675225"
"0.848","0.55","107.069","0.547","21327518","87894","60291663"
"0.763","0.684","99.918","0.678","38151851","127316","49991476"
"0.848","0.63","100.004","0.776","33306921","108476","27736457"
"0.538","0.54","137.032","0.261","3405142","22305","19717104"
"0.699","0.67","98.285","0.37","33306921","108476","14476589"
"0.475","0.655","134.044","0.831","2221168","10608","16803066"
"0.595","0.574","112.029","0.361","7618503","55580","0"
"0.278","0.469","169.735","0.331","1715425","14869","133419253"
"0.425","0.626","150.875","0.952","10399742","66601","89046665"
"0.224","0.568","138.964","0.0709","7982164","48094","80080416"
"0.32","0.264","138.108","0.171","7495646","72047","55074119"
"0.303","0.335","114.224","0.186","959955","4191","61244186"
"0.38","0.261","74.463","0.0793","49738566","360910","35975116"
"0.123","0.16","67.006","0.239","806216","4914","27582760"
"0.24","0.185","79.471","0.11","24216375","236480","35568373"
"0.245","0.511","79.88","0.143","4680223","38253","21001087"
"0.454","0.507","93.791","0.634","2101035","43879","28521750"
"0.743","0.823","120.471","0.966","1386093","19512","79246152"
"0.773","0.681","119.961","0.429","1386093","19512","99111162"
"0.892","0.796","120.4","0.965","9394797","93272","124665186"
"0.7","0.857","120.529","0.973","1353805","13465","57598129"
"0.45","0.734","127.46","0.595","5234478","33108","45514560"
"0.79","0.692","128.13","0.96","2066139","32068","84463761"
"0.721","0.341","126.351","0.237","299161","4679","55821447"
"0.638","0.758","136.502","0.984","333458","6926","40348150"
"0.697","0.817","120.954","0.967","1386093","19512","24760740"
"0.711","0.674","126.696","0.961","62679568","439765","16835071"
"0.0435","0.296","72.282","0.0302","207635","1669","29320672"
"0.00278","0.328","75.387","0.194","479077","3463","8894224"
"0.0204","0.427","111.242","0.346","479077","3463","8296487"
"0.0192","0.376","111.591","0.197","41452","269","20735924"
"0.014","0.172","144.414","0.0348","35246","562","18513273"
"0.00683","0.357","66.308","0.0986","479077","3463","5687032"
"0.00325","0.445","129.794","0.373","479077","3463","2176763"
"0.119","0.302","94.4","0.0381","3398660","38733","16021304"
"0.0284","0.553","99.719","0.691","128543","493","2653001"
"0.0464","0.301","105.541","0.0369","3398660","38733","6301529"
"0.785","0.591","106.002","0.785","132308796","664376","89466323"
"0.876","0.619","100.962","0.772","132308796","664376","161832481"
"0.929","0.62","104.029","0.914","6112870","25389","30288587"
"0.542","0.704","85.994","0.381","24700679","109200","32102854"
"0.408","0.641","99.025","0.393","12064857","71725","38502583"
"0.787","0.689","103.825","0.915","17878949","88236","32968633"
"0.856","0.787","95.993","0.882","228054165","481359","105704458"
"0.905","0.543","101.913","0.782","6317560","23397","24464911"
"0.82","0.668","139.837","0.911","17330677","71212","13573721"
"0.52","0.588","171.82","0.414","22743520","85724","14089236"
"0.636","0.481","110.733","0.612","454833046","2492665","70573974"
"0.44","0.666","143.853","0.341","223596260","1196853","81670359"
"0.596","0.723","112.121","0.413","523217","7877","32089480"
"0.585","0.377","119.943","0.579","57063820","319551","23791920"
"0.649","0.481","137.448","0.296","454833046","2492665","30608518"
"0.659","0.458","111.902","0.555","768181","4087","22586940"
"0.326","0.617","140.976","0.293","223596260","1196853","21390986"
"0.636","0.472","90.841","0.318","52650846","286547","14857214"
"0.754","0.384","87.275","0.808","49372171","297216","14270750"
"0.53","0.383","142.331","0.275","476049","3647","15306852"
"0.747","0.514","141.094","0.578","13246477","125855","10434681"
"0.651","0.729","96.004","0.632","121639491","283485","46894697"
"0.86","0.705","93.517","0.952","247286626","680798","60193287"
"0.823","0.672","89.985","0.94","18670560","58078","9286381"
"0.859","0.722","92","0.347","70540","1070","32703787"
"0.689","0.574","144.051","0.34","95628035","269993","36928698"
"0.684","0.596","123.893","0.121","3254699","31733","26898629"
"0.458","0.744","138.057","0.352","6116532","38283","10438556"
"0.699","0.567","179.958","0.277","536129","12949","665847"
"0.627","0.566","121.962","0.523","33654872","146575","16403239"
"0.479","0.862","109.877","0.924","70979370","814355","428994279"
"0.551","0.767","100.904","0.796","5705525","84738","91233443"
"0.656","0.9","106.948","0.288","23448987","217467","35252851"
"0.498","0.652","120.141","0.336","16022678","174035","31232149"
"0.757","0.489","168.004","0.567","887537","22135","19772020"
"0.518","0.784","89.591","0.491","14449369","138389","11055405"
"0.458","0.702","89.266","0.679","1289765","19417","34944874"
"0.795","0.635","103.951","0.404","2588132","48516","109076685"
"0.443","0.644","109.936","0.0534","3160132","38718","11929263"
"0.483","0.514","103.694","0.231","311880","9553","5261792"
"0.355","0.39","165.961","0.262","153206","1298","151001820"
"0.638","0.604","125.867","0.784","2558312","42647","56384864"
"0.33","0.481","86.991","0.393","11064226","91199","32757259"
"0.833","0.674","137.905","0.827","1348458","4277","46621918"
"0.388","0.518","82.613","0.663","1433351","15277","29835108"
"0.794","0.784","136.748","0.969","983874","5408","22211550"
"0.328","0.496","81.311","0.568","24179","485","5571003"
"0.855","0.659","126.011","0.474","2558312","42647","16994148"
"0.709","0.683","134.682","0.84","76251","2353","16855424"
"0.904","0.534","202.899","0.96","43250324","199401","350658024"
"0.927","0.754","119.494","0.975","8419625","58805","23718171"
"0.49","0.577","102.048","0.422","9934827","64810","7131734"
"0.802","0.768","129.109","0.949","3347801","18346","7415941"
"0.705","0.66","128.33","0.817","11342697","67072","6463393"
"0.747","0.798","124.286","0.749","14780135","59224","7370149"
"0.965","0.502","192.811","0.962","1831637","14762","10657598"
"0.994","0.48","160.249","0.784","11295596","47093","6325861"
"0.882","0.659","130.697","0.922","11520558","43460","2954222"
"0.99","0.569","170.011","0.951","5109397","23138","4314848"
"0.564","0.501","144.101","0.438","177678901","825019","81560624"
"0.742","0.539","144.183","0.556","31530727","246729","62993670"
"0.662","0.628","104.027","0.357","121318917","453844","36880011"
"0.957","0.714","140.004","0.968","5082808","42127","35695323"
"0.542","0.69","106.04","0.606","121318917","453844","19969957"
"0.903","0.655","101.93","0.624","7907886","36426","29777116"
"0.916","0.531","160.024","0.896","15502785","93640","19843775"
"0.732","0.693","119.979","0.588","36880919","180472","30793868"
"0.634","0.696","114.035","0.436","12212306","81390","25997109"
"0.537","0.556","95.914","0.313","7907886","36426","10177415"
"0.862","0.591","94.616","0.896","178605385","429403","66145036"
"0.782","0.524","182.149","0.812","508151","4344","40785460"
"0.667","0.76","102.918","0.742","171310043","425421","43457741"
"0.832","0.583","91.547","0.881","17765673","66105","69117125"
"0.678","0.744","172.915","0.913","7606362","22025","24822100"
"0.779","0.731","88.993","0.907","95661253","591755","61464049"
"0.771","0.588","179.968","0.657","1844404","21200","16281947"
"0.859","0.536","86.912","0.705","57076922","113859","22820025"
"0.555","0.826","90.257","0.884","3494076","18446","8435052"
"0.308","0.251","186.614","0.287","70670821","245242","36184736"
"0.425","0.458","145.366","0.818","60459069","195450","28941771"
"0.142","0.335","78.1","0.336","9207172","42307","22100676"
"0.317","0.374","134.957","0.51","45762163","130488","23555913"
"0.342","0.435","93.953","0.638","7322303","15002","20899614"
"0.177","0.406","99.526","0.687","14963387","55882","17634182"
"0.301","0.554","113.384","0.563","5632524","20066","15769690"
"0.664","0.723","94.962","0.483","14963387","55882","32543303"
"0.189","0.578","109.558","0.699","17661454","54090","8020891"
"0.433","0.762","122.074","0.394","45813799","734518","316365091"
"0.618","0.761","96.522","0.894","530020","11616","4580229"
"0.584","0.682","132.177","0.801","2813868","50163","34369680"
"0.442","0.676","127.955","0.739","45279881","374640","38642498"
"0.436","0.771","97.101","0.405","20684356","314310","33208320"
"0.511","0.768","80.974","0.346","1480807","17561","5136038"
"0.43","0.44","193.62","0.342","114009","1998","455117"
"0.518","0.766","119.906","0.494","933175","18669","1474203"
"0.631","0.6","82.536","0.332","4625598","64234","30257128"
"0.716","0.572","94.343","0.79","141035","2359","965045"
"0.888","0.57","163.966","0.645","49706129","318385","58475335"
"0.776","0.518","175.906","0.842","18770142","109883","26094525"
"0.508","0.571","140.843","0.734","2890929","38472","67495594"
"0.725","0.648","96.19","0.808","13027288","64539","29722671"
"0.889","0.565","172.283","0.903","9885157","56241","28245535"
"0.726","0.645","95.517","0.838","11851243","64491","30255260"
"0.753","0.705","87.527","0.656","1267732","6942","12036830"
"0.661","0.479","165.717","0.79","9402364","52229","8684781"
"0.515","0.525","141.951","0.35","39580103","259806","16371651"
"0.437","0.614","147.976","0.773","20242530","131505","13630058"
"0.804","0.398","186.752","0.709","16377637","93063","128680468"
"0.496","0.529","136.859","0.278","32119215","196953","104125277"
"0.532","0.325","129.021","0.162","29007","467","0"
"0.333","0.266","109.479","0.0796","4090225","35158","40872084"
"0.654","0.694","135.787","0.689","7546284","46729","23865551"
"0.716","0.627","101.99","0.734","16087985","87750","37364121"
"0.468","0.617","119.921","0.333","31586258","170129","64962005"
"0.355","0.613","135.622","0.129","28868586","188437","24379129"
"0.747","0.562","133.742","0.554","814386","8132","21757750"
"0.594","0.508","159.298","0.215","24914307","184510","35456507"
"0.766","0.638","112.005","0.595","63074941","142523","64223991"
"0.485","0.637","109.035","0.403","55266588","126216","24620397"
"0.664","0.612","119.822","0.662","8837282","42893","23340684"
"0.509","0.601","105.018","0.383","37160309","66736","18492236"
"0.726","0.462","148.217","0.483","26339835","51534","11469360"
"0.659","0.612","99.137","0.393","48137391","318072","145045678"
"0.687","0.697","90.247","0.866","3359733","55740","59340982"
"0.837","0.775","95.86","0.807","25081830","191630","45426822"
"0.807","0.847","102.857","0.698","2673517","35415","19525021"
"0.841","0.816","91.577","0.659","25081830","191630","20117129"
"0.747","0.811","94.045","0.838","2955491","29160","7056434"
"0.779","0.837","93.921","0.806","430722","3612","3190238"
"0.873","0.567","186.039","0.728","25081830","191630","13750019"
"0.784","0.668","109.439","0.638","96380","9307","87541"
"0.579","0.729","83.009","0.916","1331347","7342","43435182"
"0.6","0.512","84.415","0.691","52611380","157769","49002679"
"0.587","0.658","76.68","0.857","10731593","24124","19122028"
"0.64","0.761","82.826","0.894","5687967","20081","21937657"
"0.522","0.734","183.977","0.91","21847870","51152","11722859"
"0.576","0.71","163.107","0.965","438654","2186","23976654"
"0.629","0.712","167.933","0.938","6734338","26618","24648248"
"0.595","0.695","79.945","0.916","63111715","139415","16450731"
"0.529","0.735","84.45","0.963","6856291","20242","24905291"
"0.68","0.76","116.562","0.859","19208131","31932","17488956"
"0.808","0.806","160.978","0.488","617667","31129","1134964"
"0.744","0.764","87.538","0.507","52290828","551452","71955997"
"0.658","0.858","139.031","0.573","1465331","38280","5176458"
"0.572","0.854","100.027","0.35","5279644","106072","30846528"
"0.606","0.72","143.898","0.528","535239","19588","2201903"
"0.545","0.852","139.891","0.657","1440233","35188","3040822"
"0.633","0.825","143.953","0.572","1851756","37980","13764988"
"0.714","0.527","148.968","0.595","59973709","406846","47506073"
"0.825","0.599","121.115","0.419","49698103","342642","52448796"
"0.557","0.742","173.957","0.372","81723","3113","29837212"
"0.487","0.725","136.086","0.599","194888648","1112656","143431200"
"0.511","0.705","82.011","0.581","53165","809","48429019"
"0.531","0.608","110.092","0.328","9693281","39859","32895117"
"0.615","0.796","101.978","0.733","13793629","100484","42115587"
"0.679","0.573","66.215","0.648","32483973","222719","49614907"
"0.759","0.767","89.989","0.677","7655159","74546","35396144"
"0.477","0.71","94.932","0.143","58709970","243792","29708074"
"0.508","0.7","139.974","0.464","15295066","97569","9893751"
"0.534","0.633","113.999","0.332","225272","1317","11940487"
"0.525","0.484","59.957","0.216","16056097","83072","9474964"
"0.662","0.628","180.015","0.787","67154981","251972","38137988"
"0.763","0.736","119.153","0.751","21235036","101017","31629255"
"0.451","0.451","76.943","0.542","17438723","76717","18048886"
"0.455","0.404","156.439","0.364","17192485","96728","23761000"
"0.316","0.366","71.205","0.264","58742760","189855","14050953"
"0.826","0.767","120.015","0.574","6876807","33996","10826678"
"0.569","0.67","126.975","0.511","9114536","29897","6357604"
"0.613","0.508","139.767","0.473","21499109","149107","8330899"
"0.78","0.851","107.001","0.656","48526562","220173","11943017"
"0.543","0.448","80.977","0.311","2274469","20261","7284603"
"0.596","0.665","110.055","0.644","47006831","408129","39707841"
"0.82","0.776","89.982","0.773","8512508","46541","21922238"
"0.399","0.427","169.749","0.337","12034653","93334","9880221"
"0.851","0.627","165.313","0.491","4848886","92116","1218878"
"0.956","0.709","94.945","0.664","5635752","35745","15809664"
"0.501","0.468","82.525","0.544","87628756","494284","9478200"
"0.562","0.338","149.907","0.259","7248719","153624","116073330"
"0.456","0.462","82.499","0.403","13729568","68470","6730426"
"0.467","0.735","130.018","0.482","27953965","211197","7541690"
"0.531","0.43","89.901","0.662","2008939","15151","5325120"
"0.107","0.637","82.879","0.296","27425008","164374","120139229"
"0.442","0.506","105.826","0.532","4852299","79944","106869044"
"0.145","0.55","103.918","0.138","5905503","35476","44116650"
"0.295","0.609","108.976","0.279","1649153","20493","30307769"
"0.152","0.608","120.834","0.472","7931423","205579","30138681"
"0.467","0.399","75.601","0.525","6301625","48152","82530156"
"0.637","0.619","105.205","0.936","981925","11383","64199437"
"0.645","0.679","125.844","0.826","672088","11790","44971637"
"0.735","0.494","132.526","0.742","1690482","15508","51367036"
"0.777","0.201","145.733","0.235","5217525","43040","42500875"
"0.128","0.264","148.499","0.0774","89199387","929397","468642738"
"0.168","0.466","85.508","0.0386","272952","4698","41520106"
"0.143","0.175","173.33","0.0662","51400775","356092","63311283"
"0.0964","0.26","69.751","0.0522","922380","12278","14605197"
"0.218","0.256","86.64","0.0392","51400775","356092","11138920"
"0.284","0.359","130.574","0.128","37258","615","1904719"
"0.798","0.548","173.028","0.079","104286","1718","14085799"
"0.163","0.325","74.483","0.0545","89199387","929397","3002413"
"0.444","0.64","119.01","0.0525","810009","8599","6817510"
"0.458","0.609","125.417","0.104","188883","1970","0"
"0.577","0.826","116.916","0.772","9125301","35314","115088529"
"0.744","0.641","129.01","0.669","129369295","283053","91427375"
"0.69","0.842","85.965","0.876","43501032","242745","69056251"
"0.773","0.782","123.955","0.775","43221726","83518","49694121"
"0.314","0.764","124.052","0.399","4080919","21381","56997909"
"0.592","0.923","127.969","0.953","21645633","56251","33245887"
"0.344","0.716","130.079","0.547","31132073","267847","19091891"
"0.571","0.798","121.04","0.654","36852857","114314","34170845"
"0.672","0.739","129.581","0.833","10267759","35073","26764254"
"0.268","0.448","75.314","0.405","65284648","205162","37431596"
"0.774","0.509","116.529","0.0824","205504473","1251224","243252259"
"0.896","0.407","138.697","0.156","52031404","277442","123105706"
"0.826","0.328","106.606","0.341","10129276","81868","99161879"
"0.594","0.515","146.564","0.218","116389564","635194","117803221"
"0.646","0.492","112.228","0.214","11399364","77213","62688729"
"0.958","0.318","163.089","0.3","5998155","52074","36327437"
"0.295","0.414","125.833","0.218","64564475","388133","32888027"
"0.54","0.64","113.835","0.0621","326628","4650","0"
"0.318","0.469","82.135","0.116","25028170","234054","25049241"
"0.687","0.505","118.045","0.0473","7352116","36087","19766776"
"0.497","0.749","95.818","0.585","41869462","515119","370599453"
"0.429","0.743","95.406","0.597","19097577","523793","117651967"
"0.488","0.802","95.77","0.624","19097577","523793","71938041"
"0.64","0.734","103.812","0.868","11461423","100504","13007030"
"0.381","0.766","98.862","0.634","3549884","38870","5724420"
"0.432","0.424","174.03","0.832","464843","8759","2199555"
"0.352","0.743","108.785","0.722","347231","1346","3179994"
"0.302","0.785","122.979","0.467","398293","1716","1619436"
"0.222","0.719","92.409","0.499","417190","2443","2672325"
"0.468","0.808","132.734","0.689","81802","644","110189"
"0.194","0.664","129.863","0.443","482293","6768","143330623"
"0.152","0.572","127.497","0.339","2528862","28189","87323987"
"0.364","0.578","78.073","0.723","1409971","8843","61463773"
"0.0429","0.425","96.097","0.255","108784","1116","56244719"
"0.198","0.531","128.038","0.437","2528862","28189","24332355"
"0.156","0.612","131.09","0.415","1001372","6523","44497356"
"0.0539","0.499","72.981","0.324","131312","1155","13767497"
"0.17","0.696","130.967","0.523","482293","6768","23420301"
"0.356","0.588","87.167","0.763","16975","257","17639997"
"0.387","0.608","91.489","0.809","95975","774","7474581"
"0.677","0.541","101.1","0.555","29145878","151757","187855565"
"0.856","0.637","113.32","0.846","6419682","30289","77750182"
"0.583","0.444","97.492","0.258","10468730","38427","26640301"
"0.73","0.406","170.032","0.207","5109176","20827","44863731"
"0.627","0.652","137.867","0.315","11272803","43197","31914600"
"0.686","0.711","125.373","0.57","2126012","2803","41913707"
"0.942","0.639","119.673","0.636","2095270","10697","22360943"
"0.726","0.577","107.416","0.764","4160936","20527","34528391"
"0.908","0.527","99.482","0.893","1994799","5576","18460782"
"0.78","0.715","115.897","0.838","645156","3479","26359656"
"0.471","0.483","137.012","0.291","383177233","1785079","414274836"
"0.596","0.757","97.769","0.195","40422548","294869","160632804"
"0.608","0.773","97.82","0.334","40422548","294869","81325428"
"0.802","0.7","97.189","0.445","21947568","161026","38194418"
"0.787","0.556","139.353","0.928","5176365","38230","10092636"
"0.872","0.65","97.436","0.603","60072705","261832","10613291"
"0.41","0.737","118.674","0.566","658096","6762","7244584"
"0.79","0.648","119.825","0.458","2007731","9127","2160285"
"0.937","0.527","137.145","0.417","185566","3774","1350566"
"0.427","0.459","139.902","0.354","178468414","1009011","448883520"
"0.864","0.541","124.557","0.435","36412783","237540","175473026"
"0.408","0.363","87.335","0.271","11630350","38822","27314019"
"0.874","0.439","150.036","0.527","1726556","14574","33754667"
"0.708","0.534","130.639","0.488","46399415","240877","49132855"
"0.919","0.543","125.023","0.498","22725718","99581","42119624"
"0.63","0.525","106.978","0.236","22228880","187854","48640507"
"0.75","0.425","86.911","0.266","12971171","55730","21207209"
"0.365","0.13","181.345","0.039","7598180","43987","59164677"
"0.952","0.442","130.682","0.505","9847175","55359","15494576"
"0.94","0.622","158.056","0.96","12230252","140422","27876546"
"0.913","0.597","105.541","0.713","69237120","335226","21388921"
"0.92","0.61","132.234","0.352","52444390","176520","12571194"
"0.885","0.541","129.95","0.467","18705917","94383","9554348"
"0.765","0.567","121.924","0.541","22950222","170279","278080902"
"0.723","0.775","124.05","0.604","49716890","367144","174043772"
"0.854","0.728","121.995","0.62","27745252","181885","205899187"
"0.733","0.786","123.973","0.81","466971","5827","16269486"
"0.975","0.666","128.005","0.452","105623204","635050","0"
"0.688","0.792","124.987","0.502","180862802","1031627","0"
"0.763","0.805","125.056","0.595","33307573","218483","144823599"
"0.664","0.712","122.014","0.781","6804550","41750","71478074"
"0.695","0.773","123.999","0.837","14664832","117266","74381337"
"0.876","0.804","124.986","0.597","180862802","1031627","0"
"0.956","0.428","198.076","0.686","995063","9170","58066340"
"0.909","0.576","104.971","0.544","287652","1158","50704522"
"0.628","0.727","118.007","0.686","81609711","352345","77120284"
"0.591","0.412","188.376","0.344","29867437","87970","40209501"
"0.875","0.545","139.008","0.675","10757784","38696","31581442"
"0.892","0.568","126.02","0.783","13560180","57543","30570386"
"0.937","0.629","101.022","0.946","14281792","54942","32810299"
"0.763","0.615","131.022","0.426","941079","3593","35032631"
"0.68","0.739","99.988","0.623","2024605","14352","38232787"
"0.832","0.568","92.452","0.48","29779477","98509","49523146"
"0.908","0.28","118.698","0.26","264551594","1231520","328124343"
"0.745","0.294","134.364","0.347","11039254","74335","131957102"
"0.515","0.498","127.761","0.616","4889541","35445","54140747"
"0.413","0.618","97.84","0.531","8677823","60767","36509800"
