"track","artist","album","energy","danceability","views","likes","comments","stream","engagement_rate"
"Ninguém Merece Amar Sozinho","Sorriso Maroto","Ninguém Merece Amar Sozinho","0.68","0.622","3107079","23376","772","1546658","0.007523464965004108"
"Ninguém Merece Amar Sozinho","Sorriso Maroto","Ninguém Merece Amar Sozinho","0.68","0.622","3107079","23376","772","1546658","0.007523464965004108"
"Still Trappin'","King Von","The Voice","0.679","0.877","46567730","457928","15744","127609684","0.009833590771978793"
"Loca","Ana Bárbara","Loca De Amar","0.679","0.85","63565343","207096","4494","19579597","0.003258001769926735"
"Sie weiß (feat. Mero)","AYLIVA","Sie weiß (feat. Mero)","0.679","0.792","7551080","139560","6836","26288770","0.018482124411342483"
"Quizas - Remix","Tony Dize","Los Vaqueros Wild Wild Mixes","0.679","0.787","27712761","89112","1659","129240126","0.0032155583487332787"
"Early In The Morning","Shaggy","Early In The Morning","0.679","0.786","15117604","90346","1668","60638269","0.005976211574267986"
"Good Parts (when the quality is bad but I am)","LE SSERAFIM","ANTIFRAGILE","0.679","0.785","3355866","154970","1698","20829660","0.04617884027550564"
"Obsesión","Lucenzo","Tropical Family (Edition Deluxe)","0.679","0.781","18882720","86216","878","18804918","0.004565867629239855"
"Balle Jatta","Diljit Dosanjh","Balle Jatta","0.679","0.778","10404665","150519","2913","6592412","0.014466491713092156"
"La Parte de Adelante","Los Fabulosos Cadillacs","Obras Cumbres","0.679","0.747","41010694","86756","1772","34561168","0.0021154482291862705"
"Thekku Cheemaiyilae","Mano","Attagasam (Original Motion Picture Soundtrack)","0.679","0.722","7511628","61359","2157","1882596","0.008168535502556836"
"RAPTURE","INTERWORLD","RAPTURE","0.679","0.72","4512703","101178","637","4488425","0.022420708830162322"
"Bad Habit - Sped Up","Steve Lacy","Bad Habit (Sped Up)","0.679","0.709","2492626","43226","415","36549314","0.01734155063776114"
"Gotta Move On (feat. Bryson Tiller)","Bryson Tiller","Gotta Move On (feat. Bryson Tiller)","0.679","0.699","15568361","146727","8536","23669662","0.009424691526616064"
"Gotta Move On (feat. Bryson Tiller)","Diddy","Gotta Move On (feat. Bryson Tiller)","0.679","0.699","15568014","146722","8536","23669662","0.009424580424966217"
"Gotta Move On (feat. Bryson Tiller)","Bryson Tiller","Gotta Move On (feat. Bryson Tiller)","0.679","0.699","15568361","146727","8536","23669662","0.009424691526616064"
"Gotta Move On (feat. Bryson Tiller)","Diddy","Gotta Move On (feat. Bryson Tiller)","0.679","0.699","15568014","146722","8536","23669662","0.009424580424966217"
"Walking in Memphis","Cher","It's a Man's World","0.679","0.696","3662920","23906","1133","81237570","0.006526487064964564"
"Sweet Little Lies","Rod Wave","Beautiful Mind","0.679","0.656","16022675","126386","3260","16418357","0.007887946301101408"
"Mentira","La Ley","La Ley MTV Unplugged","0.679","0.643","210201988","479826","16799","144675225","0.0022826901142343143"
"X","Xzibit","Restless","0.678","0.936","79393504","479742","8536","90283256","0.006042585045748831"
"Shit Real (feat. Tee Grizzley)","Jay Rock","Redemption","0.678","0.839","9364896","160989","3542","17021367","0.01719068743529026"
"Players","Karan Aujla","Players","0.678","0.833","32882051","682060","34411","19830720","0.02074262338441115"
"Players","Karan Aujla","Players","0.678","0.833","32882051","682060","34411","19830720","0.02074262338441115"
"Players","Karan Aujla","Players","0.678","0.833","32882051","682060","34411","19830720","0.02074262338441115"
"Players","Badshah","Players","0.678","0.833","32877136","681879","34416","19830720","0.02074021897771144"
"Players","Badshah","Players","0.678","0.833","32877136","681879","34416","19830720","0.02074021897771144"
"Players","Badshah","Players","0.678","0.833","32877136","681879","34416","19830720","0.02074021897771144"
"Bossa No Sé (feat. Jean Carter)","Cuco","Para Mi","0.678","0.825","19244777","429301","9033","166704497","0.02230740319828076"
"Pretty Good At Drinkin' Beer","Billy Currington","Enjoy Yourself","0.678","0.769","62326391","226382","4461","57977033","0.003632201325438529"
"03' Bonnie & Clyde","JAY-Z","The Blueprint 2: The Gift & The Curse","0.678","0.759","22824654","278099","5625","115228530","0.012184149648007807"
"Por Ella","Víctor Manuelle","Inconfundible","0.678","0.744","7606362","22025","495","24822100","0.002895602391787296"
"TU AMIGO","Zion","MICRODOSIS","0.678","0.74","5372422","74820","937","20264927","0.01392667962419929"
"Say My Name","Destiny's Child","The Writing's On The Wall","0.678","0.713","341811113","1700270","43913","645113663","0.004974297017663085"
"Say My Name","Destiny's Child","The Writing's On The Wall","0.678","0.713","341811113","1700270","43913","645113663","0.004974297017663085"
"Bang Bang","Neeti Mohan","Bang Bang (Original Motion Picture Soundtrack)","0.678","0.705","190509532","804146","25642","30634973","0.004221027638659046"
"Bang Bang","Benny Dayal","Bang Bang (Original Motion Picture Soundtrack)","0.678","0.705","3025085","33654","597","30634973","0.011124976653548578"
"Bang Bang","Neeti Mohan","Bang Bang (Original Motion Picture Soundtrack)","0.678","0.705","190509532","804146","25642","30634973","0.004221027638659046"
"Bang Bang","Benny Dayal","Bang Bang (Original Motion Picture Soundtrack)","0.678","0.705","3025085","33654","597","30634973","0.011124976653548578"
"It's The Same Old Song","Four Tops","Four Tops Second Album","0.678","0.704","1340910","11154","694","39805413","0.00831823164865651"
"So Am I (feat. NCT 127)","NCT 127","So Am I (feat. NCT 127)","0.678","0.678","10904925","257844","2793","58064541","0.02364472933101328"
"I Will Survive - 1981 Re-recording","Gloria Gaynor","I Will Survive","0.678","0.668","19480336","290573","4441","119771464","0.014916221157581675"
"make up sex (feat. blackbear)","Machine Gun Kelly","mainstream sellout","0.678","0.665","15391210","182210","7137","67878913","0.01183857539465708"
"make up sex (feat. blackbear)","blackbear","mainstream sellout","0.678","0.665","15391511","182212","7137","67878913","0.01183847381845746"
"make up sex (feat. blackbear)","Machine Gun Kelly","mainstream sellout","0.678","0.665","15391210","182210","7137","67878913","0.01183857539465708"
"make up sex (feat. blackbear)","blackbear","mainstream sellout","0.678","0.665","15391511","182212","7137","67878913","0.01183847381845746"
"You're so Vain","Carly Simon","No Secrets","0.678","0.659","37847454","187287","11645","352797467","0.0049484702458453345"
"Gettin' You Home","Chris Young","The Man I Want To Be","0.678","0.639","40604990","217721","4607","85151710","0.005361927191707226"
"Mockingbird","Eminem","Encore (Deluxe Version)","0.678","0.637","719661717","5550929","205147","908006704","0.007713247584072893"
"Happy Pum Pum","Vybz Kartel","Happy Pum Pum","0.678","0.623","24792468","134271","2058","11723007","0.005415798056087034"
"HOT","Pitbull","LEGENDADDY","0.677","0.898","52214351","688783","16459","52166142","0.013191449990444198"
"La Curiosidad","Myke Towers","Platonicos","0.677","0.845","15301181","64356","814","780490893","0.004205949854458947"
"La Curiosidad","Myke Towers","Platonicos","0.677","0.845","15301181","64356","814","780490893","0.004205949854458947"
"La Curiosidad","Jay Wheeler","Platonicos","0.677","0.845","782645135","2988517","35150","779923152","0.0038184828172476916"
"La Curiosidad","DJ Nelson","Platonicos","0.677","0.845","782644735","2988511","35150","779923152","0.0038184771025131857"
"La Curiosidad","DJ Nelson","Platonicos","0.677","0.845","782644735","2988511","35150","779923152","0.0038184771025131857"
"La Curiosidad","DJ Nelson","Platonicos","0.677","0.845","782644735","2988511","35150","779923152","0.0038184771025131857"
"La Curiosidad","Jay Wheeler","Platonicos","0.677","0.845","782645135","2988517","35150","779923152","0.0038184828172476916"
"La Curiosidad","Myke Towers","Platonicos","0.677","0.845","15301181","64356","814","780490893","0.004205949854458947"
"La Curiosidad","Jay Wheeler","Platonicos","0.677","0.845","782645135","2988517","35150","779923152","0.0038184828172476916"
"XT4S1S","Danna Paola","XT4S1S","0.677","0.797","24340483","334211","23547","84155671","0.013730664260031323"
"Diamonds on the Soles of Her Shoes","Paul Simon","Graceland (25th Anniversary Deluxe Edition)","0.677","0.791","15874224","70975","3706","84213512","0.004471084696801557"
"Instagram - Remix","Blessd","Siempre Blessd","0.677","0.787","19165979","218964","23746","21781608","0.01142461859109832"
"Instagram - Remix","Blessd","Siempre Blessd","0.677","0.787","19165979","218964","23746","21781608","0.01142461859109832"
"Instagram - Remix","Darell","Siempre Blessd","0.677","0.787","19165408","218959","23746","21781608","0.011424698081042678"
"Instagram - Remix","De La Ghetto","Siempre Blessd","0.677","0.787","19165343","218958","23746","21781608","0.011424684650830408"
"Instagram - Remix","Blessd","Siempre Blessd","0.677","0.787","19165979","218964","23746","21781608","0.01142461859109832"
"Instagram - Remix","Darell","Siempre Blessd","0.677","0.787","19165408","218959","23746","21781608","0.011424698081042678"
"Instagram - Remix","De La Ghetto","Siempre Blessd","0.677","0.787","19165343","218958","23746","21781608","0.011424684650830408"
"Instagram - Remix","Darell","Siempre Blessd","0.677","0.787","19165408","218959","23746","21781608","0.011424698081042678"
"Instagram - Remix","De La Ghetto","Siempre Blessd","0.677","0.787","19165343","218958","23746","21781608","0.011424684650830408"
"Woh Ladki Hai Kahan","Shaan","Dil Chahta Hai","0.677","0.786","21518712","166247","4082","20434175","0.007725694734889337"
"Woh Ladki Hai Kahan","Kavita Krishnamurthy","Dil Chahta Hai","0.677","0.786","21518763","166249","4082","20434175","0.007725769366947347"
"Woh Ladki Hai Kahan","Shaan","Dil Chahta Hai","0.677","0.786","21518712","166247","4082","20434175","0.007725694734889337"
"Woh Ladki Hai Kahan","Kavita Krishnamurthy","Dil Chahta Hai","0.677","0.786","21518763","166249","4082","20434175","0.007725769366947347"
"Mel Made Me Do It","Stormzy","Mel Made Me Do It","0.677","0.725","6834507","313776","19983","16325851","0.04591055360686586"
"Breathe Again","Toni Braxton","Toni Braxton","0.677","0.689","66823880","335700","11292","50801711","0.005023653220974298"
"Hablamos Mañana","Pablo Chill-E","YHLQMDLG","0.677","0.683","58223889","1015018","32724","171108265","0.017433016197183255"
"La Bestia Pop","Patricio Rey y sus Redonditos de Ricota","Gulp!","0.677","0.641","1499573","11748","243","34499445","0.007834230144181043"
"Pokolenie ale to QMPLE","Gibbs","Pokolenie ale to QMPLE","0.677","0.631","2661552","59245","897","2121601","0.022259568853060168"
"Cuide Bem Do Seu Amor","Os Paralamas Do Sucesso","Longo Caminho","0.677","0.627","3120286","23574","558","16433007","0.007555076682073374"
"Tap (feat. Meek Mill)","NAV","Bad Habits (Deluxe)","0.676","0.901","28791625","303632","7762","216990953","0.010545844494709833"
"Jehda Nasha (From ""An Action Hero"")","Tanishk Bagchi","Jehda Nasha (From ""An Action Hero"")","0.676","0.881","11291101","100255","1524","20556689","0.008879116394406533"
"Never Sleep (with Lil Baby feat. Travis Scott)","NAV","Demons Protected By Angels","0.676","0.814","7644673","110690","2564","70346363","0.014479363603910854"
"Ya No Más","DJ Alex","Ya No Más","0.676","0.795","38403169","160142","2011","105974874","0.004170020448052087"
"Turn Up The Sunshine - From 'Minions: The Rise of Gru' Soundtrack","Diana Ross","Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack)","0.676","0.776","8312272","89712","0","9587677","0.010792717081442955"
"Morena mía","Miguel Bosé","Sereno","0.676","0.712","44420808","181173","6433","140503008","0.004078561560609163"
"Unakkul Naane","Bombay Jayashri","Patchai Kili Muthucharam (Original Motion Picture Soundtrack)","0.676","0.706","4604343","76683","1954","4195962","0.01665449337723102"
"Sin Ti","Los Panchos","15 Exitos Inmortales","0.676","0.687","29537940","141679","3751","11298698","0.004796509167531656"
"Sin Ti","Los Panchos","15 Exitos Inmortales","0.676","0.687","29537940","141679","3751","11298698","0.004796509167531656"
"Come Over (Remix)","Jorja Smith","Come Over (Remix)","0.676","0.638","2009090","33369","389","25753396","0.01660901204027694"
"Cigarette Daydreams","Cage The Elephant","Melophobia","0.676","0.636","41310696","446462","10101","616857733","0.01080741897933649"
"Love Is Only a Feeling","Joey Bada$$","Love Is Only a Feeling","0.676","0.629","11455967","237775","3048","279766211","0.020755559089861205"
"Every Summertime","NIKI","Every Summertime","0.676","0.628","10257267","188314","2790","236130896","0.01835908142003128"
"Vendedora de Caricias","Panteon Rococo","Panteón Rococó","0.675","0.936","3241613","22233","178","104152243","0.006858622543776817"
"Bum Bum Tam Tam","Juan Magán","Bum Bum Tam Tam","0.675","0.896","5061627","89726","1849","355601216","0.017726711193851306"
"No Me Ama","Lucenzo","No Me Ama","0.675","0.799","10846333","68651","920","40757621","0.0063294202750367335"
"How I Could Just Kill a Man","Cypress Hill","Cypress Hill","0.675","0.769","25071938","205251","7964","67815858","0.008186483230773783"
"Se Te Ve la Tanga","Damas Gratis","El Bonaerense","0.675","0.751","23704342","113571","4145","26749794","0.004791147545879991"
"Tudo Vai Dar Certo","Natiruts","Tudo Vai Dar Certo","0.675","0.751","14617368","154935","4344","24192861","0.010599377398174556"
"0 to 100","Sidhu Moose Wala","No Name","0.675","0.742","20354113","488677","17772","34614868","0.024008759310710323"
"Back Like That - Remix","Ghostface Killah","More Fish","0.675","0.724","6407991","59830","2328","5563358","0.009336779655277294"
"Wolves (feat. Post Malone)","Big Sean","Detroit 2","0.675","0.724","17749451","407422","9715","317028137","0.022954062072117046"
"Only Look At Me (?? ???)","TAEYANG","Solar International","0.675","0.707","20500922","163041","10373","10209447","0.00795286182738513"
"Air Drop","Bryant Myers","Air Drop","0.675","0.701","36172549","392644","12417","40527994","0.010854750656360988"
"We Right Here","DMX","The Great Depression","0.675","0.67","38189240","225046","10264","27410550","0.005892916434053153"
"Misfit Toys (from the series Arcane League of Legends)","Arcane","Misfit Toys (from the series Arcane League of Legends)","0.675","0.65","1397989","17540","127","28513063","0.012546593714256694"
"La terre est ronde","Orelsan","Le chant des sirènes","0.675","0.634","39710755","221275","11810","52978742","0.0055721680436446"
"For You","The Outfield","Diamond Days","0.675","0.623","5354141","25369","1743","4520938","0.004738201702196487"
"For You","The Outfield","Diamond Days","0.675","0.623","5354141","25369","1743","4520938","0.004738201702196487"
"Burbujas de Amor","Juan Luis Guerra 4.40","Bachata Rosa","0.675","0.621","3204308","21760","207","74156252","0.006790857807676415"
"Mismo Amor","Julieta Venegas","Tu Historia","0.674","0.883","1370042","26846","1558","9329066","0.019595019714724073"
"Don't Let Me Down","Milky Chance","Don't Let Me Down","0.674","0.854","3010417","43951","740","59960411","0.014599638521839334"
"Flotao","Standly","Flotao","0.674","0.801","35569377","171182","3550","30485205","0.004812622948105051"
"Una Vaina Loca (feat. El Potro Alvarez)","Fuego","La Musica Del Futuro Reloaded (Chosen Few Edition)","0.674","0.794","13173364","50879","2150","41088037","0.003862263276107758"
"Love No More","Loud Luxury","Love No More","0.674","0.766","4184546","38666","438","167201698","0.00924018997520878"
"Unchain My Heart","Joe Cocker","Unchain My Heart","0.674","0.751","7923230","58393","1417","64985898","0.007369847902938574"
"OSOM (feat. J. Cole)","Jay Rock","Redemption","0.674","0.749","41598755","477302","12789","49343992","0.01147394916025732"
